Unnamed: 0,Job ID,Date/Time,Roast amount (kg),1st malt amount (kg),2nd malt amount (kg),MT - Temperature,MT - Time,WK - Temperature,WK - Steam,WK - Time,Total cold wort,pH,Extract,Color,WOC - Time,WHP Transfer - Time,WHP Rest - Time,Roast color,1st malt color,2nd malt color,Product
14,2449961399,10/27/2020 9:43,64.28498688,14056.25908,6075.30896,67.31298447,6613.4,105.1680393,6923,6553.2,962.125,5.546149433,15.13582205,19.82998424,4866.525,736.375,14.58416667,908.375,6.127499795,6.019999897,AMST
15,2449961430,10/27/2020 13:17,64.39249344,14109.64375,5989.57771,67.24327087,6791.85,105.1680393,6654.25,7177.775,961.05,5.627645648,15.48232679,19.13771801,3132.55,732.075,14.49458333,908.375,6.127499795,6.019999897,AMST
16,2449961461,10/27/2020 15:00,64.82248688,14119.14658,6070.79375,66.96790218,6771.425,105.2028961,6288.75,6554.275,966.425,5.627645648,15.52686507,19.1900032,3159.425,739.6,14.49458333,908.375,6.127499795,6.019999897,AMST
17,2449961521,10/27/2020 18:15,64.28498688,14051.00271,6067.880542,67.10732937,6861.725,105.2028961,6321,6589.75,963.2,5.589093518,15.32142628,18.39421229,3171.25,768.625,14.49458333,908.375,6.127499795,6.019999897,AMST
18,2449961557,10/27/2020 21:19,64.17751312,14033.21167,6070.030542,67.17704296,6518.8,105.2028961,6428.5,6585.45,961.05,5.637406063,15.46205552,18.53852148,3182,1241.625,14.49458333,908.375,6.127499795,6.019999897,AMST
19,2449961582,10/27/2020 22:58,64.17751312,14127.42429,6070.25625,67.03761578,6653.175,105.1680393,6278,6523.1,1010.5,5.666686285,14.98040431,18.04284964,3268,862.15,14.49458333,908.375,6.127499795,6.019999897,AMST
20,2449961880,10/28/2020 21:05,64.50006561,14116.19033,6160.438147,66.90167017,6542.45,105.1331825,7052,6749.925,953.525,5.536389017,14.23062027,13.10391533,3189.525,724.55,14.49458333,908.375,6.127499795,6.019999897,AMST
21,2449961932,10/29/2020 0:26,64.60747375,14025.08408,6022.6875,66.96790218,6491.925,105.1680393,6740.25,6574.7,963.2,5.598853421,14.83122234,13.10391533,3143.3,725.625,14.49458333,908.375,6.127499795,6.019999897,AMST
22,2449961966,10/29/2020 2:53,64.39252625,14124.52158,6070.525,66.90167017,6555.35,105.2028961,6761.75,6542.45,963.2,5.589093518,15.50957866,14.10571504,3140.075,727.775,14.49458333,908.375,6.127499795,6.019999897,AMST
23,2449962012,10/29/2020 6:11,64.17751312,14099.25908,6070.299292,67.00275898,6604.8,105.1331825,6525.25,6466.125,964.275,5.584701562,15.33276756,13.99173126,3139,724.55,14.49458333,908.375,6.127499795,6.019999897,AMST
24,2449962039,10/29/2020 7:50,28.27248688,14117.70625,6070.406897,67.00275898,6501.6,105.2028961,6439.25,6465.05,962.125,5.603733885,15.53436081,13.34129422,3136.85,725.625,14.49458333,908.375,6.127499795,6.019999897,AMST
25,2449962079,10/29/2020 11:08,24.18756561,14116.94304,6073.96521,66.96790218,6619.85,105.2028961,6321,6417.75,969.65,5.601293653,15.39139208,12.79333615,3149.75,728.85,14.49458333,908.375,6.127499795,6.019999897,AMST
26,2449962113,10/29/2020 13:01,23.43498688,14029.50271,5984.836792,67.00275898,6594.05,105.269124,6697.25,6788.625,951.375,5.541269481,15.46409464,13.7334383,3137.925,721.325,14.49458333,908.375,6.127499795,6.019999897,AMST
27,2449962144,10/29/2020 16:03,64.28505249,13986.18042,6068.525647,66.96790218,6748.85,105.4085594,6546.75,6710.15,947.075,5.598853421,15.5333838,14.30231044,3094.925,739.6,14.49458333,908.375,6.127499795,6.019999897,AMST
28,2449962181,10/29/2020 19:18,23.43498688,13803.26875,5978.55896,66.93304129,6804.75,105.2028961,6536,6839.15,953.525,5.642286015,15.4937183,12.85503371,3102.45,724.55,14.49458333,908.375,6.127499795,6.019999897,AMST
29,2449962203,10/29/2020 20:53,25.69246063,13966.07771,5807.6875,67.27812767,6717.675,105.1331825,6783.25,6807.975,959.975,5.656925869,15.5806814,13.23776748,3127.175,728.85,14.49458333,908.375,6.127499795,6.019999897,AMST
30,2449962241,10/29/2020 23:25,64.39252625,13959.4125,6069.18125,67.00275898,6649.95,105.1680393,6589.75,6794,955.675,5.603733885,15.58089259,13.77526748,3118.575,723.475,14.49458333,908.375,6.127499795,6.019999897,AMST
31,2449962265,10/30/2020 2:24,29.025,14040.46792,6075.3625,67.24327087,7091.775,105.1331825,6654.25,6614.475,984.7,5.627645648,15.41418073,12.77242208,3191.675,751.425,14.49458333,908.375,6.127499795,6.019999897,AMST
32,2449962478,10/30/2020 16:23,64.60747375,14021.17146,6072.449292,66.86681337,7006.85,105.0634689,7073.5,7269.15,961.05,5.521749163,14.96599358,13.00561763,3170.175,740.675,14.49458333,908.375,6.127499795,6.019999897,AMST
33,2449962515,10/30/2020 19:27,24.40251312,14021.92417,6075.201355,66.96790218,7214.325,105.1680393,6589.75,6551.05,955.675,5.623253691,15.10261633,11.91493156,3122.875,739.6,14.49458333,908.375,6.127499795,6.019999897,AMST
34,2449962576,10/30/2020 23:15,24.93994751,14011.44292,6079.232605,66.86681337,6773.575,105.0634689,6933.75,6787.55,963.2,5.656925869,15.55894972,13.12378371,3141.15,734.225,14.49458333,908.375,6.127499795,6.019999897,AMST
35,2449962593,10/31/2020 0:53,23.32751312,14005.85271,6074.663855,66.96790218,6634.9,105.1680393,6675.75,6788.625,963.2,5.661806333,15.47417543,12.81425023,3135.775,736.375,14.49458333,908.375,6.127499795,6.019999897,AMST
36,2449962645,10/31/2020 3:51,24.50998688,14044.70283,6071.911792,66.96790218,6511.275,105.1680393,6632.75,6601.575,959.975,5.666686285,15.5526145,12.88640585,3135.775,733.15,14.49458333,908.375,6.127499795,6.019999897,AMST
37,2449962687,10/31/2020 6:13,24.61746063,14020.99929,6071.0625,67.00275898,6676.825,105.2377529,6439.25,7131.55,964.275,5.666686285,15.44320414,12.91254845,3132.55,728.85,14.49458333,908.375,6.127499795,6.019999897,AMST
38,2449962739,10/31/2020 9:49,23.32751312,13994.39304,6072.513855,77.30309811,6717.675,105.0983257,6869.25,7091.775,958.9,5.565181243,15.13479018,,3159.425,732.075,14.49458333,908.375,6.127499795,6.019999897,AMST
39,2449962755,10/31/2020 11:25,27.62757874,14021.05283,6075.09375,67.07247257,6996.1,105.1680393,6460.75,6411.3,954.6,5.647165966,15.41362251,,3116.425,729.925,14.49458333,908.375,6.127499795,6.019999897,AMST
40,2449962807,10/31/2020 14:06,23.32757874,13992.2,6074.330542,67.10732937,7225.075,105.2377529,6675.75,6717.675,959.975,5.652045918,15.78745191,,3129.325,731,14.49458333,908.375,6.127499795,6.019999897,AMST
41,2449962840,10/31/2020 17:35,64.39252625,14014.87158,6076.38396,66.93304129,6561.8,105.303989,6428.5,6543.525,964.275,5.675958192,15.67750537,,3139,729.925,14.49458333,908.375,6.127499795,6.019999897,AMST
42,2449962859,10/31/2020 19:40,24.50998688,14001.43408,6076.92146,66.90167017,6669.3,105.3388458,6557.5,6579,963.2,5.671078241,15.65360899,,3141.15,735.3,14.49458333,908.375,6.127499795,6.019999897,AMST
43,2449962896,10/31/2020 22:12,64.39246063,13981.76179,6070.525,66.86681337,6776.8,105.3388458,6482.25,6519.875,968.575,5.675958192,15.45305734,,3146.525,733.15,14.5125,908.375,6.127499795,6.019999897,AMST
44,2449962907,11/1/2020 0:39,64.39246063,14006.21804,6075.57771,67.03761578,6645.65,105.4085594,6525.25,6481.175,962.125,5.938991678,15.61966565,,3175.55,734.225,14.49458333,908.375,6.127499795,6.019999897,AMST
45,2449962972,11/1/2020 3:17,64.28498688,14032.72771,6070.74021,66.90167017,6684.35,105.4434162,6837,7081.025,961.05,5.59397347,15.53634509,,3499.125,736.375,14.5125,908.375,6.127499795,6.019999897,AMST
46,2449963016,11/1/2020 5:55,25.8,14061.63408,6068.375,67.24327087,6689.725,105.4434162,6374.75,6366.15,968.575,5.719390786,15.57912002,,3162.65,743.9,14.49458333,908.375,6.127499795,6.019999897,AMST
47,2449963045,11/1/2020 8:30,26.65998688,14103.77429,6073.094397,66.93304129,6605.875,105.4434162,6557.5,6524.175,963.2,5.729150689,15.68854575,,3141.15,733.15,14.49458333,908.375,6.127499795,6.019999897,AMST
48,2449963088,11/1/2020 11:15,24.40251312,14095.44304,6074.825,66.93304129,6610.175,105.478273,6654.25,6569.325,965.35,5.57982161,15.54601067,,3148.675,733.15,14.49458333,908.375,6.127499795,6.019999897,AMST
49,2449963112,11/1/2020 13:31,24.40251312,14088.24033,6077.286792,66.86681337,6797.225,105.5445009,6536,6630.6,965.35,5.603733885,15.60399085,13.04117208,3137.925,733.15,14.49458333,908.375,6.127499795,6.019999897,AMST
50,2449963187,11/1/2020 20:30,23.65,14087.06875,6073.75,66.93304129,6571.475,105.478273,7310,6986.425,966.425,5.488077497,15.33527212,13.34129422,3190.6,983.625,14.49458333,908.375,6.127499795,6.019999897,AMST
51,2449963222,11/1/2020 23:48,64.17751312,14093.14292,6076.856897,77.36932602,6774.65,105.5131298,6686.5,6915.475,964.275,5.743790543,14.92189,13.2168534,3137.925,733.15,14.49458333,908.375,6.127499795,6.019999897,AMST
52,2449963247,11/2/2020 3:10,64.5,14089.38042,6071.750647,66.90167017,6661.775,105.5793577,6847.75,6651.025,959.975,5.589093518,15.35821251,13.85787911,3136.85,731,14.47666667,908.375,6.019999897,6.127499795,AMST
53,2449963319,11/2/2020 6:08,24.50998688,14089.53054,6084.23125,66.96790218,6745.625,105.5793577,6880,6674.675,965.35,5.59397347,15.74229391,13.15515585,3146.525,731,14.49458333,908.375,6.127499795,6.019999897,AMST
54,2449963350,11/2/2020 9:13,26.55251312,14082.98396,6074.706897,66.90167017,6647.8,105.5445009,6783.25,6612.325,961.05,5.623253691,14.8615416,11.68801074,3129.325,729.925,14.49458333,908.375,6.127499795,6.019999897,AMST
55,2449963388,11/2/2020 12:26,64.28492126,14102.75283,6067.611792,66.86681337,6575.775,105.5445009,6912.25,6850.975,971.8,5.637406063,15.16789747,12.98993156,3156.2,742.825,14.49458333,908.375,6.127499795,6.019999897,AMST
56,2449963598,11/3/2020 6:57,23.32751312,14136.73396,6065.63396,66.86681337,6605.875,105.478273,7439,7086.4,964.275,6.124432397,14.76466329,12.19413962,3174.475,965.35,14.49458333,908.375,6.127499795,6.019999897,AMST
57,2449963627,11/3/2020 10:22,51.38498688,14568.02417,6068.751355,66.96790218,6563.95,105.4434162,6643.5,6654.25,964.275,5.724270737,15.12923462,12.96901748,3139,762.175,14.49458333,908.375,6.127499795,5.9125,AMST
58,2449963665,11/3/2020 14:00,64.17751312,13883.625,6065.41875,66.90167017,6583.3,105.478273,6761.75,6855.275,962.125,5.772582769,14.95815849,13.16561289,3136.85,746.05,14.49458333,908.375,5.9125,6.019999897,AMST
59,2449963705,11/3/2020 17:31,23.97248688,13965.80896,6067.407605,66.96790218,6734.875,105.478273,6589.75,6683.275,965.35,5.753062963,14.6884771,11.54265585,3146.525,736.375,14.49458333,908.375,5.9125,6.019999897,AMST
60,2449963739,11/3/2020 20:29,26.76752625,13951.35,6067.074292,66.90167017,6653.175,105.4434162,6546.75,6529.55,963.2,5.661806333,15.03855416,12.05924075,3139,742.825,14.49458333,908.375,5.9125,6.019999897,AMST
61,2449963781,11/3/2020 23:27,31.175,14033.26521,6070.25625,67.27812767,7128.325,105.4085594,6632.75,6591.9,971.8,5.705238414,14.76918955,11.80094779,3154.05,740.675,14.49458333,908.375,5.9125,6.019999897,AMST
62,2449963832,11/4/2020 3:01,27.73498688,14048.68054,6075.405542,66.90167017,6819.8,105.478273,6697.25,6815.5,961.05,5.589093518,15.42441223,13.83696504,3159.425,734.225,14.49458333,908.375,5.9125,5.9125,AMST
63,2449963875,11/4/2020 5:57,27.84259186,14015.14033,6065.63396,66.86681337,6738.1,105.4085594,6708,6815.5,964.275,5.632526112,14.90067451,12.04982941,3144.375,741.75,14.49458333,908.375,5.9125,6.019999897,AMST
64,2449963884,11/4/2020 7:43,37.40998688,14027.94375,6068.794397,66.86681337,6915.475,105.3737026,6622,7055.225,957.825,5.690598559,15.36249528,12.91777697,3123.95,747.125,14.49458333,908.375,5.9125,6.019999897,AMST
65,2449963932,11/4/2020 12:03,32.25,14030.94304,6066.870105,66.86681337,6774.65,105.3737026,6503.75,6520.95,964.275,5.671078241,15.25522451,12.7316386,3144.375,729.925,14.49458333,908.375,5.9125,6.019999897,AMST
66,2449963963,11/4/2020 14:03,28.16494751,14024.12771,6069.18125,66.93304129,6784.325,105.4085594,6170.5,6286.6,967.5,5.675958192,15.26647301,12.63856993,3154.05,749.275,14.49458333,908.375,5.9125,6.019999897,AMST
67,2449964002,11/4/2020 16:30,64.5,14012.93679,6072.40625,66.93304129,6649.95,105.4085594,6579,6524.175,976.1,5.55542134,15.3754087,13.25868156,3173.4,747.125,14.49458333,908.375,5.9125,6.019999897,AMST
68,2449964178,11/5/2020 4:01,27.73498688,14008.21792,6070.47146,67.03761578,6741.325,105.4085594,8202.25,7630.35,963.2,5.449524856,15.5604706,31.667,3170.175,936.325,14.49458333,908.375,5.9125,6.019999897,AMST
69,2449964253,11/5/2020 8:47,27.73505249,14004.29375,6076.007605,66.93304129,6756.375,105.3737026,6514.5,6425.275,958.9,2.310204142,15.17657579,31.667,3119.65,729.925,14.49458333,908.375,5.9125,6.019999897,AMST
70,2449964279,11/5/2020 10:22,27.62757874,14017.77429,6063.580542,66.90167017,6831.625,105.303989,6600.5,7409.975,961.05,2.310204142,15.35589043,31.667,3134.7,736.375,14.49458333,908.375,5.9125,6.019999897,AMST
71,2449964316,11/5/2020 13:31,64.82235565,14021.80554,6072.35271,66.86681337,7204.65,105.4434162,6503.75,6616.625,950.3,2.300444239,15.5546813,31.667,3100.3,728.85,14.49458333,908.375,5.9125,6.019999897,AMST
72,2449964357,11/5/2020 16:45,27.95,14012.84021,6067.988147,66.86681337,6797.225,105.478273,6374.75,6614.475,952.45,2.295564032,15.45803366,31.667,3102.45,728.85,14.49458333,908.375,5.9125,6.019999897,AMST
73,2449964385,11/5/2020 18:29,27.62751312,14018.69917,6059.72146,66.86681337,6714.45,105.478273,6579,6828.4,956.75,5.560301292,15.51077302,31.667,3112.125,725.625,14.49458333,908.375,5.9125,6.019999897,AMST
74,2449964559,11/6/2020 1:15,27.95006561,13942.69646,6077.78125,71.13683243,6705.85,105.4957014,6600.5,6889.675,948.15,5.59397347,15.3909169,31.667,3125.025,728.85,14.49458333,908.375,6.019999897,6.019999897,AMST
75,2449964642,11/6/2020 3:32,27.73505249,14042.13396,6069.12771,67.00275898,6752.075,105.478273,6643.5,6769.275,946,5.565181243,15.48137438,31.667,4205.4,728.85,14.49458333,908.375,6.019999897,6.019999897,AMST
76,2449964693,11/6/2020 6:31,23.54252625,14042.28408,6074.975647,66.96790218,6718.75,105.4434162,6643.5,6769.275,950.3,5.550541389,15.52754118,31.667,3106.75,723.475,14.49458333,908.375,6.019999897,6.019999897,AMST
77,2449964714,11/6/2020 8:00,23.54246063,14032.99646,6075.3625,67.31298447,6730.575,105.3737026,6482.25,6590.825,958.9,5.536389017,15.47920711,31.667,3125.025,733.15,14.49458333,908.375,6.019999897,6.019999897,AMST
78,2449964753,11/6/2020 11:01,26.12248688,14033.68408,6073.320105,66.93304129,6775.725,105.3388458,6686.5,6639.2,961.05,5.55542134,15.48203102,31.667,3119.65,728.85,14.49458333,908.375,6.019999897,6.019999897,AMST
79,2449965096,11/7/2020 14:30,25.90753937,14023.95554,6069.288855,67.45241575,6715.525,105.303989,6837,6761.75,953.525,4.726305282,14.34711885,31.667,3137.925,750.35,14.49458333,908.375,5.9125,6.019999897,AMST
80,2449965132,11/7/2020 17:29,25.04748688,14017.77429,6074.169397,66.90167017,6735.95,105.3388458,6804.75,6588.675,952.45,4.663352883,14.73047236,31.667,3105.675,721.325,14.49458333,908.375,5.9125,6.019999897,AMST
81,2449965150,11/7/2020 19:26,64.60747375,14025.29929,6069.71875,66.90167017,6604.8,105.3388458,7127.25,6723.05,962.125,5.623253691,15.44206002,13.95617682,3135.775,725.625,14.49458333,908.375,5.9125,6.019999897,AMST
82,2449965211,11/7/2020 23:15,28.16501312,14024.76179,6068.10625,67.82887735,6458.6,105.303989,6944.5,6701.55,966.425,5.589093518,14.8758821,12.61765585,3145.45,727.775,14.49458333,908.375,5.9125,6.019999897,AMST
83,2449965230,11/8/2020 1:32,38.91501312,14001.3375,6080.511792,67.20841408,6715.525,105.3737026,6794,6612.325,965.35,5.656925869,15.22601554,12.79333615,3144.375,731,14.49458333,908.375,,6.019999897,AMST
84,2449965262,11/8/2020 3:20,27.73498688,14016.28042,6071.27771,66.96790218,6630.6,105.3737026,6611.25,6519.875,978.25,5.632526112,15.21304625,12.24537911,3171.25,787.975,14.49458333,908.375,5.9125,6.019999897,AMST
85,2449965430,11/8/2020 16:57,27.62751312,14111.14917,6075.84646,67.24327087,6827.325,105.6142145,6987.5,6897.2,939.55,5.753062963,15.6740484,13.54730096,3209.95,722.4,14.49458333,,5.9125,6.019999897,AMST
86,2449965461,11/8/2020 20:32,64.39252625,14099.20554,6079.232605,67.10732937,6684.35,105.7187931,6761.75,6718.75,943.85,5.565181243,15.35463917,13.12378371,3087.4,728.85,14.49458333,908.375,5.9125,6.019999897,AMST
87,2449965501,11/8/2020 23:23,26.55251312,14124.58667,,77.40418282,6652.1,105.5131298,6546.75,6812.275,941.7,5.439764953,15.46663406,12.75255268,3079.875,725.625,14.49458333,908.375,5.9125,6.019999897,AMST
88,2449965534,11/9/2020 1:56,26.65998688,14090.65908,6076.588147,67.03761578,6789.7,105.5131298,6579,6858.5,933.1,5.531509066,15.61388865,12.34890585,3053,720.25,14.49458333,,5.9125,6.019999897,AMST
89,2449965584,11/9/2020 4:58,26.55251312,,6068.686792,66.90167017,7025.125,,6579,6771.425,954.6,5.526629114,15.39936301,12.49426074,3116.425,755.725,14.49458333,908.375,5.9125,6.019999897,AMST
90,2449965617,11/9/2020 7:06,48.26752625,14084.20908,6072.1375,66.90167017,6705.85,105.3737026,6546.75,6533.85,950.3,5.584701562,15.50460849,13.10391533,3090.625,734.225,14.49458333,908.375,5.9125,6.019999897,AMST
91,2449965657,11/9/2020 10:00,,14090.65908,6070.836792,67.27812767,7162.725,105.2377529,6794,6657.475,956.75,5.796494532,15.41268702,14.32217882,3146.525,743.9,14.49458333,908.375,6.019999897,6.019999897,AMST
92,2449965693,11/9/2020 12:22,64.60760498,14092.27158,,66.96790218,6711.225,105.1854677,6923,6691.875,963.2,5.844807076,15.16209331,14.0231034,3143.3,735.3,14.49458333,908.375,6.019999897,6.019999897,AMST
93,2449965737,11/9/2020 15:10,23.43498688,14081.46804,6071.707605,67.14218616,6538.15,105.269124,6493,6512.35,963.2,5.854566979,15.35230992,13.46468933,,743.9,,,,6.019999897,AMST
94,2449965770,11/9/2020 18:02,64.28492126,14086.47771,6072.89021,66.93304129,6594.05,105.269124,6546.75,6742.4,957.825,5.854566979,15.22328339,13.52743258,3128.25,742.825,14.49458333,908.375,6.019999897,6.019999897,AMST
95,2449965802,11/9/2020 20:46,,14094.42158,,67.34784126,6639.2,,6536,6542.45,954.6,5.806254947,15.21967673,12.84457667,3113.2,735.3,14.49458333,908.375,6.019999897,6.019999897,AMST
96,2449965828,11/10/2020 0:23,25.58498688,,6435.605603,81.45286121,6694.025,105.269124,6482.25,6547.825,954.6,5.806254947,15.24899489,12.51413014,3109.975,729.925,14.49458333,,6.019999897,6.019999897,AMST
97,2449965864,11/10/2020 2:11,,14072.65283,5897.71875,66.90167017,6562.875,,6600.5,6529.55,952.45,6.018535912,15.14399699,13.06208615,3149.75,741.75,,908.375,6.019999897,6.019999897,AMST
98,2449965915,11/10/2020 4:11,24.61746063,14088.4125,5988.663855,66.96790218,6795.075,105.303989,6546.75,6805.825,954.6,4.480351627,15.31190372,13.79618156,,733.15,14.49458333,908.375,,6.019999897,AMST
99,2449965951,11/10/2020 6:20,24.725,14087.38054,5990.11521,67.20841408,6513.425,,6654.25,8724.7,952.45,5.690598559,15.31231995,12.35936289,3108.9,734.225,14.49458333,908.375,6.019999897,6.019999897,AMST
100,2449965986,11/10/2020 8:55,26.12242126,14096.09917,5908.46875,66.96790218,6889.675,105.2377529,6450,6487.625,948.15,5.70963037,15.3340183,12.43151748,3094.925,728.85,,908.375,6.019999897,6.019999897,AMST
101,2449966046,11/10/2020 13:25,27.62744751,14073.67429,5986.782605,67.03761578,6665,,6342.5,6532.775,948.15,5.724270737,15.34329944,12.71072452,,728.85,14.49458333,908.375,6.019999897,6.019999897,AMST
102,2449966062,11/10/2020 14:15,,14085.08042,5985.911792,66.90167017,6777.875,105.269124,6439.25,6706.925,953.525,5.743790543,15.52136538,12.5036731,3101.375,731,14.49458333,,6.019999897,6.019999897,AMST
103,2449966106,11/10/2020 17:48,64.5,14088.18679,5983.9875,66.96790218,6946.65,105.269124,6826.25,6760.675,953.525,4.422279179,15.20823448,14.28139637,3151.9,735.3,14.49458333,908.375,,6.019999897,AMST
104,2449966162,11/10/2020 20:54,25.58498688,14086.62783,5986.1375,67.14218616,6657.475,105.269124,7052,6735.95,956.75,5.59397347,14.76807311,11.89401748,3118.575,737.45,,908.375,6.019999897,6.019999897,AMST
105,2449966214,11/10/2020 23:57,25.47751312,14094.54021,5994.2,77.26824131,6658.55,105.2377529,7256.25,6843.45,966.425,5.61837374,15.33583034,13.557758,,733.15,,908.375,6.019999897,6.019999897,AMST
106,2449966237,11/11/2020 3:01,26.12255249,14058.47417,6497.450647,66.90167017,7342.25,105.269124,6912.25,7431.475,964.275,5.61837374,15.01733303,12.33844881,3140.075,736.375,14.49458333,908.375,6.019999897,6.019999897,AMST
107,2449966290,11/11/2020 5:25,88.04252625,14078.02783,5216.11521,66.86681337,6689.725,105.269124,6654.25,6523.1,956.75,5.570061195,14.88538673,13.42390585,3119.65,732.075,14.49458333,908.375,6.019999897,6.019999897,AMST
108,2449966328,11/11/2020 8:42,,14096.84033,6155.869397,67.24327087,6678.975,105.269124,6858.5,7302.475,968.575,5.546149433,15.67304575,13.77526748,,733.15,14.49458333,908.375,6.019999897,6.019999897,AMST
109,2449966444,11/11/2020 11:21,29.99246063,14066.375,6067.343042,67.14218616,6791.85,105.0286121,8094.75,8789.2,956.75,6.794947982,15.05253737,15.04581718,4227.975,735.3,,908.375,6.019999897,6.019999897,AMST
110,2449966485,11/11/2020 14:57,64.17751312,14065.46167,6062.301355,67.27812767,7826,105.4434162,6987.5,6660.7,947.075,6.847652483,15.59908783,14.11617208,3094.925,724.55,14.49458333,908.375,6.019999897,6.019999897,AMST
111,2449966527,11/11/2020 16:52,,14074.33042,6153.676355,67.00275898,6717.675,105.269124,7213.25,7102.525,943.85,6.488482159,15.50726837,13.85787911,3085.25,723.475,,908.375,6.019999897,6.019999897,AMST
112,2449966608,,27.73498688,14068.47146,6159.588855,67.24327087,6746.7,105.5445009,6589.75,6619.85,950.3,5.570061195,15.33211502,12.87594779,3101.375,719.175,14.49458333,908.375,6.019999897,6.019999897,AMST
113,2449966635,11/11/2020 23:08,29.025,14069.69658,6068.213855,77.47389641,6773.575,105.3737026,6708,6703.7,951.375,5.613493788,15.70813168,13.03071504,3103.525,724.55,14.49458333,908.375,6.019999897,6.019999897,AMST
114,2449966669,11/12/2020 2:15,25.47751312,14079.75896,6155.557605,66.96790218,6622,105.269124,6933.75,6701.55,993.3,5.608613837,14.96661178,12.01845829,3214.25,800.875,14.49458333,908.375,6.019999897,6.019999897,AMST
115,2449967093,11/13/2020 11:33,,14074.975,6067.24646,67.07247257,6704.775,105.0983257,7320.75,7405.675,958.9,5.73403064,14.70283349,44.99,3157.275,727.775,14.49458333,908.375,6.019999897,6.019999897,AMST
116,2449967129,11/13/2020 14:55,27.95,14010.78679,6075.84646,67.10732937,6718.75,105.1331825,6686.5,6534.925,957.825,5.762822866,14.92854098,44.99,3123.95,731,14.49458333,908.375,6.019999897,6.019999897,AMST
117,2449967185,11/13/2020 18:18,53.64252625,14171.61792,6074.23396,66.86681337,6611.25,105.2377529,6536,6756.375,954.6,5.743790543,15.58423576,44.99,3115.35,725.625,14.49458333,908.375,6.019999897,6.019999897,AMST
